epoch,loss,val_loss
0,161979.171875,282.2102966308594
1,149.04393005371094,134.79071044921875
2,134.87210083007812,138.1074676513672
3,125.8394775390625,146.0578155517578
4,120.45758056640625,114.99527740478516
5,118.68275451660156,120.69263458251953
6,115.7802963256836,118.98081970214844
7,107.81905364990234,124.4167709350586
8,106.20097351074219,165.1402130126953
9,105.97091674804688,303.9066162109375
10,102.77545928955078,109.15867614746094
11,101.1778793334961,149.40045166015625
12,99.62122344970703,116.80510711669922
13,98.1861343383789,119.7881851196289
14,96.3824462890625,117.89696502685547
15,92.22157287597656,148.5780487060547
16,90.43943786621094,118.50789642333984
17,89.82414245605469,108.43094635009766
18,85.93000030517578,111.78693389892578
19,83.74917602539062,109.35791015625
