epoch,loss,val_loss
0,642.05126953125,162.45794677734375
1,144.63710021972656,184.0341796875
2,112.4682846069336,116.7651138305664
3,104.7933349609375,112.3282699584961
4,101.52362823486328,101.23207092285156
5,99.55658721923828,103.88257598876953
6,99.69481658935547,106.5629653930664
7,98.76539611816406,100.44041442871094
8,98.0464859008789,100.74058532714844
9,98.87787628173828,106.81058502197266
10,98.91242218017578,104.92192077636719
11,97.80840301513672,100.06555938720703
12,98.48426818847656,105.7633056640625
13,97.6351089477539,107.5111312866211
14,97.01585388183594,99.83534240722656
