epoch,loss,val_loss
0,6721.61865234375,163.4196319580078
1,139.61183166503906,138.1897430419922
2,123.01690673828125,114.80096435546875
3,120.62088775634766,148.5120086669922
4,123.29613494873047,117.71234130859375
5,115.47935485839844,124.32026672363281
6,107.02388763427734,105.98974609375
7,109.12519836425781,105.02880859375
8,100.1017074584961,100.22698974609375
9,101.77173614501953,104.93521881103516
10,98.78150939941406,102.61768341064453
11,99.87242126464844,105.6300048828125
12,97.45571899414062,98.29133605957031
13,96.74787902832031,104.5518798828125
14,96.48474884033203,102.49840545654297
15,96.13726043701172,101.78910064697266
16,97.38347625732422,99.24774932861328
17,94.10903930664062,109.21776580810547
18,97.71731567382812,97.31710815429688
19,94.54078674316406,96.431396484375
